"fqdn","ip","asn","ip_prefix","owner","cc"
"aldi-marche.fr","195.35.49.232","47583","195.35.48.0/23","AS-HOSTINGER, CY","DE"
"aloyogafrancea.fr","165.231.4.102","57858","165.231.4.0/24","AS57858, SC","SC"
"amercan-express-platinium.fr","","","","",""
"antai-paiement-infraction.fr","","","","",""
"assurance-maladie-enligne.fr","45.33.23.183","63949","45.33.0.0/19","AKAMAI-LINODE-AP Akamai Connected Cloud, SG","US"
"boutiqueugg.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"converse-france.fr","196.196.155.52","58065","196.196.155.0/24","PACKETEXCHANGE, GB","SC"
"converseoutlet.fr","196.196.154.219","58065","196.196.154.0/24","PACKETEXCHANGE, GB","SC"
"directeursocgen.fr","154.62.106.52","47583","154.62.106.0/24","AS-HOSTINGER, CY","US"
"espcepersoclient.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"france-contrav.fr","195.35.2.90","47583","195.35.0.0/22","AS-HOSTINGER, CY","DE"
"g7-taxisparis.fr","217.160.0.116","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"laposteservice.fr","217.160.0.79","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"magasincybertekanglet.fr","92.205.170.193","21499","92.205.168.0/21","GODADDY-SXB, DE","DE"
"nike-rosherun.fr","199.59.243.225","16509","199.59.243.0/24","AMAZON-02, US","US"
"payliboui.fr","","","","",""
"santeamelie.fr","87.121.87.39","215862","87.121.87.0/24","SOUZA-AS, BR","BG"
"support-netflix.fr","87.121.87.39","215862","87.121.87.0/24","SOUZA-AS, BR","BG"
"supportsuivi-chronopost.fr","87.121.87.39","215862","87.121.87.0/24","SOUZA-AS, BR","BG"
"transfertpaiementsecurise.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"web-caisse-epargne.fr","5.250.179.121","8560","5.250.176.0/21","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"web-caisse-epragne.fr","5.250.179.121","8560","5.250.176.0/21","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
