"fqdn","ip","asn","ip_prefix","owner","cc"
"1win-casino.fr","172.67.148.80","13335","172.67.144.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"1winfr-app.fr","","","","",""
"abonnement-prime.fr","","","","",""
"air-upfrance.fr","172.67.208.13","13335","172.67.208.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"allyspin-com.fr","172.67.182.12","13335","172.67.176.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"amonbet-com.fr","","","","",""
"banque-france-assistance.fr","","","","",""
"bet-ify9.fr","104.21.64.41","13335","104.21.64.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"betifyjeux.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS - Eurofiber France SAS, FR","FR"
"betpandaonline.fr","3.33.130.190","16509","3.33.128.0/20","AMAZON-02 - Amazon.com, Inc., US","US"
"bigclash-casinos.fr","172.67.151.8","13335","172.67.144.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"bruno-casino-com.fr","172.67.166.203","13335","172.67.160.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"casino-cheri-fr.fr","104.21.31.121","13335","104.21.16.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"casino-hugobets.fr","3.33.130.190","16509","3.33.128.0/20","AMAZON-02 - Amazon.com, Inc., US","US"
"casino-incognito.fr","172.67.155.67","13335","172.67.144.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"casinohugobets.fr","3.33.130.190","16509","3.33.128.0/20","AMAZON-02 - Amazon.com, Inc., US","US"
"casinolab-casinos.fr","104.21.96.128","13335","104.21.96.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"concours-disney-clubmed.fr","172.66.2.113","13335","172.66.0.0/22","CLOUDFLARENET - Cloudflare, Inc., US","US"
"corgi-bet-casino.fr","104.21.15.229","13335","104.21.0.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"instasino-casinos.fr","","","","",""
"lbcsequestre.fr","66.71.220.1","13335","66.71.220.0/24","CLOUDFLARENET - Cloudflare, Inc., US","US"
"luck-casino.fr","","","","",""
"lucky8-club.fr","172.67.129.35","13335","172.67.128.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"lucky8-jouer.fr","172.67.178.121","13335","172.67.176.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"lucky8francais.fr","104.21.46.86","13335","104.21.32.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"magical-spin-casinos.fr","","","","",""
"millioner-casino-france.fr","","","","",""
"normes-ants.fr","","","","",""
"ostal-services.fr","213.186.33.5","16276","213.186.32.0/19","OVH - OVH SAS, FR","FR"
"ostalservices.fr","213.186.33.5","16276","213.186.32.0/19","OVH - OVH SAS, FR","FR"
"service-banque.fr","","","","",""
"service-resiliation.fr","188.165.53.185","16276","188.165.0.0/16","OVH - OVH SAS, FR","FR"
"serviceresiliation.fr","213.186.33.5","16276","213.186.32.0/19","OVH - OVH SAS, FR","FR"
"sofinco-client.fr","188.165.53.185","16276","188.165.0.0/16","OVH - OVH SAS, FR","FR"
"supportvinted.fr","213.186.33.5","16276","213.186.32.0/19","OVH - OVH SAS, FR","FR"
"tickets-loisirs-caf-indre.fr","185.53.179.128","206834","185.53.179.0/24","TEAMINTERNET-CA-AS - Team Internet AG, DE","DE"
"univ-liiie.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER - Hostinger International Limited, CY","CY"
