"fqdn","ip","asn","ip_prefix","owner","cc"
"arena-concert.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"atol-espace-vision.fr","104.21.64.149","13335","104.21.64.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"baseus-store.fr","","","","",""
"casino-monsterwin.fr","","","","",""
"casino-repere.fr","212.1.212.225","47583","212.1.212.0/24","AS-HOSTINGER - Hostinger International Limited, CY","CY"
"casino-spinkong.fr","","","","",""
"casinogodofcoins-fr.fr","","","","",""
"casinozer16.fr","104.21.10.100","13335","104.21.0.0/20","CLOUDFLARENET - Cloudflare, Inc., US","US"
"cresusonline.fr","","","","",""
"god-of-casinos.fr","","","","",""
"godofcasinos-fr.fr","","","","",""
"godofcoins-casinos.fr","","","","",""
"holyluck-officiel.fr","","","","",""
"jokerycasinofrance.fr","","","","",""
"messagerie-1eboncoin.fr","2.57.91.91","47583","2.57.91.0/24","AS-HOSTINGER - Hostinger International Limited, CY","CY"
"r0cher-sante.fr","51.91.236.255","16276","51.91.0.0/16","OVH - OVH SAS, FR","FR"
"realzzcasino.fr","","","","",""
"regularisation-fiscale.fr","213.186.33.5","16276","213.186.32.0/19","OVH - OVH SAS, FR","FR"
"regularisationfiscale.fr","213.186.33.5","16276","213.186.32.0/19","OVH - OVH SAS, FR","FR"
"sfrbusiness-mobiles.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM - Google LLC, US","US"
"sneakergolden.fr","23.227.38.72","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"sneakerslife.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET - Cloudflare, Inc., US","CA"
"verification-rubrique-xoom.fr","","","","",""
