"fqdn","ip","asn","ip_prefix","owner","cc"
"activation-recharges.fr","89.117.169.13","47583","89.117.168.0/23","AS-HOSTINGER, CY","LT"
"activaton-recharges.fr","89.117.169.13","47583","89.117.168.0/23","AS-HOSTINGER, CY","LT"
"antai-aides-regularisations.fr","","","","",""
"antai-mon-dossier.fr","45.66.230.30","211252","45.66.230.0/24","AS_DELIS, US","BG"
"birkefrancestore.fr","89.117.169.44","47583","89.117.168.0/23","AS-HOSTINGER, CY","LT"
"chronopost-supportclient.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"colis-chrono-post-infos.fr","","","","",""
"colis-chronopost-erreur.fr","","","","",""
"colis-infos-chronopost.fr","","","","",""
"contact-colis-livraison.fr","2.59.42.90","9123","2.59.42.0/24","TIMEWEB-AS, RU","AE"
"ctc-recouvrement.fr","172.64.80.1","13335","172.64.80.0/20","CLOUDFLARENET, US","US"
"ea-sports.fr","","","","",""
"gouv-informations.fr","","","","",""
"gouv-reg.fr","","","","",""
"info-chrono-post-colis.fr","","","","",""
"livraison-service-infos.fr","82.165.109.142","8560","82.165.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"renouvellement-souscription.fr","82.165.186.115","8560","82.165.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"service-ameli-assurance.fr","","","","",""
"xn--ma-rgularisation-contravention-exc.fr","193.168.144.38","62000","193.168.144.0/24","NETRIX-AS SERVERD AS62000, FR","FR"
