"fqdn","ip","asn","ip_prefix","owner","cc"
"accueil-amendes.fr","5.8.8.71","34665","5.8.8.0/24","PINDC-AS, RU","RU"
"amande-postreglement.fr","80.94.95.30","204428","80.94.95.0/24","SS-NET, BG","RO"
"amende-gouvpaiement.fr","213.226.123.202","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"amendes-paiement.fr","213.226.123.202","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"amendes-reglementgouv.fr","","","","",""
"antai-enligne.fr","172.67.183.20","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"antscontravention.fr","109.172.44.146","207713","109.172.44.0/24","GIR-AS, RU","RU"
"app-sg.fr","193.42.32.171","211252","193.42.32.0/24","AS_DELIS, US","BG"
"assistance-netflix-aide.fr","","","","",""
"bagsecure.fr","23.227.38.65","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"chronopost-contact.fr","","","","",""
"chronopostacheminents.fr","213.226.123.202","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"expressdhl.fr","","","","",""
"formulaire-vitale.fr","45.88.66.91","38337","45.88.66.0/24","CNNIC-NTNET NIU Telecommunications Inc, CN","BG"
"fortuneo-app.fr","62.210.53.73","12876","62.210.0.0/16","Online SAS, FR","FR"
"fraisdouane-dhl.fr","213.226.123.202","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","RU"
"goldengooseparis.fr","185.26.105.244","24935","185.26.105.0/24","ATE-AS, FR","FR"
"httpsteresaexpress.fr","23.227.38.73","13335","23.227.38.0/23","CLOUDFLARENET, US","CA"
"idcontravention.fr","62.210.119.166","12876","62.210.0.0/16","Online SAS, FR","FR"
"infosamendesgouv.fr","194.87.218.253","207713","194.87.218.0/24","GIR-AS, RU","CZ"
"infov3vitalecarte.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"loggins-sfr.fr","13.39.157.60","16509","13.36.0.0/14","AMAZON-02, US","US"
"mynetflixaccess.fr","","","","",""
"netflix-app.fr","","","","",""
"netflix-litiges.fr","81.88.52.177","39729","81.88.48.0/20","REGISTER-AS, IT","IT"
"paiementssecurise.fr","217.160.0.80","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"paiemseculebonc.fr","","","","",""
"paypl-secure.fr","194.87.218.253","207713","194.87.218.0/24","GIR-AS, RU","CZ"
"regul-amendesinfo.fr","80.94.95.30","204428","80.94.95.0/24","SS-NET, BG","RO"
"regularisercontravention.fr","51.68.169.214","16276","51.68.0.0/16","OVH, FR","FR"
"retard-amendes.fr","37.220.86.94","207713","37.220.86.0/24","GIR-AS, RU","RU"
"tecovasoutletstore.fr","185.26.105.244","24935","185.26.105.0/24","ATE-AS, FR","FR"
"tgvinoui-sncf.fr","109.172.44.142","207713","109.172.44.0/24","GIR-AS, RU","RU"
"v3cartevitale.fr","35.204.150.5","396982","35.204.144.0/20","GOOGLE-CLOUD-PLATFORM, US","US"
"xn--antai-impay-lbb.fr","","","","",""
"xn--ggle-5qaa.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"xn--gogle-jua.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
"xn--gogle-kua.fr","213.186.33.5","16276","213.186.32.0/19","OVH, FR","FR"
