"fqdn","ip","asn","ip_prefix","owner","cc"
"amende-antaii.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"app-nickel-verification.fr","146.190.221.234","14061","146.190.208.0/20","DIGITALOCEAN-ASN, US","US"
"autrysoldes.fr","172.67.157.98","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"bordeaux-cybertek.fr","","","","",""
"chaussuresorthofeet.fr","172.67.189.76","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"chronoposte-infos.fr","","","","",""
"compte-temporirare.fr","","","","",""
"consignations-amendes.fr","","","","",""
"creditnickel.fr","185.230.63.186","58182","185.230.63.0/24","WIX_COM, IL","IL"
"dgfip-impot.fr","83.229.19.82","210403","83.229.19.0/24","LWS, FR","FR"
"dropdox.fr","128.65.195.180","29222","128.65.192.0/21","INFOMANIAK-AS, CH","CH"
"g7-appllication.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"geox-france.fr","196.247.55.221","41564","196.247.55.0/24","AS41564, GB","SC"
"nvgtnoutletfrance.fr","196.196.223.2","58065","196.196.223.0/24","PACKETEXCHANGE, GB","SC"
"reglement-prelevement.fr","213.226.123.202","49943","213.226.123.0/24","ITRESHENIYA-AS, RU","AE"
"serv-ameli.fr","","","","",""
"suivi-livraisonposte.fr","","","","",""
"supportclient-chronopost.fr","185.225.74.168","211252","185.225.74.0/24","AS_DELIS, US","BG"
"xn--service-sant-meb.fr","185.225.74.168","211252","185.225.74.0/24","AS_DELIS, US","BG"
