"fqdn","ip","asn","ip_prefix","owner","cc"
"betify-casino-bonus-fr.fr","95.111.249.30","51167","95.111.248.0/23","CONTABO, DE","DE"
"betify-casino-online-france.fr","95.111.249.30","51167","95.111.248.0/23","CONTABO, DE","DE"
"betify-casino-poker-fr.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"betify-casino-sport-france.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"betify-casino-win-fr.fr","95.111.249.30","51167","95.111.248.0/23","CONTABO, DE","DE"
"cashimashicasino777.fr","172.67.157.75","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"cashimashicasinoapp.fr","104.21.63.98","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"cashimashicasinobonus777.fr","172.67.150.137","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"cashimashicasinologin.fr","172.67.200.208","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"crocsfranceshop.fr","","","","",""
"dalkiaairsolution.fr","185.230.63.171","58182","185.230.63.0/24","WIX_COM, IL","IL"
"dgfip-connect.fr","172.67.198.115","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"directiongeneralgouvcontact.fr","","","","",""
"divaspincasino-fr.fr","","","","",""
"ionos-mail.fr","217.160.0.189","8560","217.160.0.0/16","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","DE"
"madcasinobonus365.fr","","","","",""
"madcasinobonuscode365.fr","172.67.197.31","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"madcasinodeposit.fr","104.21.89.118","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"madcasinologin.fr","172.67.216.195","13335","172.67.208.0/20","CLOUDFLARENET, US","US"
"madcasinologin777.fr","172.67.157.31","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"mise-opposition-labanquepostale.fr","","","","",""
"paypal-connexion.fr","82.198.227.72","47583","82.198.224.0/21","AS-HOSTINGER, CY","DE"
"regentplaycasinoapp.fr","172.67.186.3","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"regentplaycasinobonus.fr","104.21.43.230","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"regentplaycasinologin.fr","172.67.189.82","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"regentplaycasinopromocode.fr","172.67.195.176","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"roobetcasino-enligne.fr","172.67.129.214","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"service-client-finom.fr","84.32.84.32","47583","84.32.84.0/24","AS-HOSTINGER, CY","LT"
"sirwincasinoapp.fr","172.67.133.33","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"sirwincasinobonus.fr","172.67.183.39","13335","172.67.176.0/20","CLOUDFLARENET, US","US"
"sirwincasinodeposit.fr","104.21.18.108","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"sirwincasinologin.fr","172.67.139.107","13335","172.67.128.0/20","CLOUDFLARENET, US","US"
"sirwincasinopromo777.fr","104.21.22.50","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"sirwincasinopromocode.fr","","","","",""
"vegasino-app.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"vegasino-login.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"vegasino2.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"vegasinoenligne.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"verirecharge.fr","34.120.137.41","396982","34.120.0.0/14","GOOGLE-CLOUD-PLATFORM, US","US"
