"fqdn","ip","asn","ip_prefix","owner","cc"
"application-prime.fr","193.149.190.210","399629","193.149.190.0/24","BLNWX, US","US"
"assistance-prime.fr","193.149.190.210","399629","193.149.190.0/24","BLNWX, US","US"
"avertissement-prime.fr","172.67.214.180","13335","172.67.208.0/20","CLOUDFLARENET, US","US"
"betify-casino-club-fr.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"betify-casino-games-france.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"betify-casino-play-fr.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"betify-casino-poker-france.fr","185.26.106.234","24935","185.26.106.0/23","ATE-AS, FR","FR"
"betify-casino-slots-france.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"betify-casino-win-france.fr","199.59.243.228","16509","199.59.243.0/24","AMAZON-02, US","US"
"espaceclient-prime.fr","45.61.138.7","399629","45.61.138.0/24","BLNWX, US","US"
"exclusive-prime.fr","193.149.190.210","399629","193.149.190.0/24","BLNWX, US","US"
"goldenpandacasinoapp777.fr","104.21.18.214","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"goldenpandacasinobonus.fr","104.21.36.9","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"goldenpandacasinodeposit.fr","104.21.9.62","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"goldenpandacasinologin365.fr","104.21.74.139","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"goldenpandacasinopromocode.fr","172.67.198.28","13335","172.67.192.0/20","CLOUDFLARENET, US","US"
"ma-commande-prime.fr","172.64.80.1","13335","172.64.80.0/20","CLOUDFLARENET, US","US"
"ma-demande-prime.fr","193.149.190.210","399629","193.149.190.0/24","BLNWX, US","US"
"ma-souscription-prime.fr","104.21.86.19","13335","104.21.80.0/20","CLOUDFLARENET, US","US"
"mon-abonnement-prime.fr","104.21.8.42","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"mon-adhesion-prime.fr","104.21.4.77","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"mon-offre-prime.fr","172.67.208.173","13335","172.67.208.0/20","CLOUDFLARENET, US","US"
"olimpecasino777.fr","104.21.26.164","13335","104.21.16.0/20","CLOUDFLARENET, US","US"
"olimpecasinoapp.fr","104.21.46.170","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"olimpecasinoavis.fr","172.67.147.199","13335","172.67.144.0/20","CLOUDFLARENET, US","US"
"olimpecasinobonus.fr","104.21.69.163","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"opposition-ccp.fr","","","","",""
"partage-prime.fr","193.149.190.210","399629","193.149.190.0/24","BLNWX, US","US"
"ralphlauren-outlet.fr","104.21.3.243","13335","104.21.0.0/20","CLOUDFLARENET, US","US"
"resolution-prime.fr","193.149.190.210","399629","193.149.190.0/24","BLNWX, US","US"
"suivi-offre-prime.fr","193.149.190.210","399629","193.149.190.0/24","BLNWX, US","US"
"uniquecasinoapp.fr","104.21.55.16","13335","104.21.48.0/20","CLOUDFLARENET, US","US"
"uniquecasinoavis.fr","104.21.78.134","13335","104.21.64.0/20","CLOUDFLARENET, US","US"
"uniquecasinobonus.fr","104.21.33.183","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"uniquecasinologin.fr","104.21.43.92","13335","104.21.32.0/20","CLOUDFLARENET, US","US"
"update-prime.fr","193.149.190.210","399629","193.149.190.0/24","BLNWX, US","US"
"vegasino-bonus.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"vegasino-online.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"vegasinoapp.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"vegasinologin.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"vegasinoonline.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"x7-app.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"x7-bonus.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"x7-login.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"x7-online.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
"x7casinoonline.fr","217.70.184.38","29169","217.70.184.0/24","GANDI-AS Domain name registrar - www.gandi.net, FR","FR"
